# IVD_Stats
#
# History:
#
# 201x-xx-xx Combined registration of the PanCJKV collection and of
#            sequences in that collection (EXPERIMENTAL/UNREGISTERED).
#
# 2014-05-16 Combined registration of the Moji_Joho collection and of
#            sequences in that collection.
#
# 2012-03-02 Registration of additional sequences in the Adobe-Japan1
#            collection. Registration of additional sequences in the
#            Hanyo-Denshi collection.
#
# 2010-11-14 Combined registration of the Hanyo-Denshi collection and of
#            sequences in that collection.
#
# 2007-12-14 Combined registration of the Adobe-Japan1 collection and of
#            sequences in that collection.
#
# IVS, Base Character & Variation Selector Usage Statistics
#
# The first row reports the total number of unique IVSes; the second row
# reports the total number of unique base characters; the rows that begin
# with 'VS' followed by an integer report the total number of unique IVSes
# using a particular variation selector; and subsequent rows that simply
# begin with an integer value report the number of base characters which
# include that particular number of IVSes.
#
# 1st Column: Identifies the type of information; value can be 'IVS',
#             'BC' (base character), a short name for a VS in the form
#             'VSnn' or 'VSnnn', or an integer value
# 2nd Column: Sum total for each column statistics
# 3rd Column: Data for the Adobe-Japan1 collection
# 4th Column: Data for the Hanyo-Denshi collection
# 5th Column: Data for the Moji_Joho collection
# 6th Column: Data for the PanCJKV collection
#
# Additional columns will be defined as new collections are added.
#
# Duplicate sequence identifiers and shared IVSes are reported in comments
# at the end of the file.
#
# This file is part of the Unicode Ideographic Variation Database (IVD).
# For more details on the IVD, see UTS #37:
# http://www.unicode.org/reports/tr37/
#
# Copyright 2006-2016 Unicode, Inc.
# For terms of use, see: http://www.unicode.org/terms_of_use.html
#
#       TOTAL    Adobe-Japan1   Hanyo-Denshi   Moji_Joho   PanCJKV
# 3B3C E0101: Hanyo-Denshi; KS162030 & Moji_Joho; MJ001682
# 3B52 E0100: Hanyo-Denshi; IA2410 & Moji_Joho; MJ001696
# 3B52 E0101: Hanyo-Denshi; KS165470 & Moji_Joho; MJ057714
# 3B74 E0100: Hanyo-Denshi; IA0391 & Moji_Joho; MJ001726
# 3B74 E0101: Hanyo-Denshi; JTB32B & Moji_Joho; MJ001727
# 3B78 E0100: Hanyo-Denshi; IA0392 & Moji_Joho; MJ001730
# 3B78 E0101: Hanyo-Denshi; KS168370 & Moji_Joho; MJ001729
# 3BAE E0100: Hanyo-Denshi; IA2473 & Moji_Joho; MJ001784
# 3BAE E0101: Hanyo-Denshi; KS173700 & Moji_Joho; MJ057785
# 3BB5 E0100: Hanyo-Denshi; IA0404 & Moji_Joho; MJ001792
# 3BB5 E0101: Hanyo-Denshi; KS173070 & Moji_Joho; MJ001791
# 3BB8 E0100: Hanyo-Denshi; IB0715 & Moji_Joho; MJ001795
# 3BB8 E0101: Hanyo-Denshi; JTB35F & Moji_Joho; MJ001796
# 3BCD E0101: Hanyo-Denshi; JD1540 & Moji_Joho; MJ001814
# 3BCD E0102: Hanyo-Denshi; JTB368 & Moji_Joho; MJ057784
# 3BF3 E0101: Hanyo-Denshi; IA0412 & Moji_Joho; MJ001848
# 3BF3 E0102: Hanyo-Denshi; KS177780 & Moji_Joho; MJ001849
# 3BFE E0100: Hanyo-Denshi; IB0319 & Moji_Joho; MJ001855
# 3BFE E0101: Hanyo-Denshi; IB0723 & Moji_Joho; MJ001854
